Timestamp,Your Sex?,Your Matric (grade 12) Average/ GPA (in %),What year were you in last year (2023) ?,What faculty does your degree fall under?,Your 2023 academic year average/GPA in % (Ignore if you are 2024 1st year student),Your Accommodation Status Last Year (2023),Monthly Allowance in 2023,Were you on scholarship/bursary in 2023?,Additional amount of studying (in hrs) per week,How often do you go out partying/socialising during the week? ,"On a night out, how many alcoholic drinks do you consume?","How many classes do you miss per week due to alcohol reasons, (i.e: being hungover or too tired?)",How many modules have you failed thus far into your studies?,Are you currently in a romantic relationship?,Do your parents approve alcohol consumption?,How strong is your relationship with your parent/s?
2024/03/07 7:54:01 pm EET,Male,78.0,,Economic & Management Sciences,,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,5-8,1,5-8,3,0,No,Yes,Very close
2024/03/07 7:54:43 pm EET,Female,74.0,3rd Year,AgriSciences,63.0,Private accommodation/ stay with family/friends,,"Yes (NSFAS, etc...)",3-5,Only weekends,0,0,0,No,No,Close
2024/03/07 7:54:47 pm EET,Female,79.0,1st Year,Education,77.0,Private accommodation/ stay with family/friends,R 7001 - R 8000,"Yes (NSFAS, etc...)",5-8,3,1-3,0,0,No,Yes,Very close
2024/03/07 7:54:54 pm EET,Female,81.0,2nd Year,Science,70.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,3-5,Only weekends,1-3,0,1,No,No,Very close
2024/03/07 7:55:07 pm EET,Female,82.0,2nd Year,Economic & Management Sciences,60.0,Private accommodation/ stay with family/friends,R 7001 - R 8000,No,8+,2,1-3,0,4+,No,Yes,Very close
2024/03/07 7:55:47 pm EET,Female,75.0,3rd Year,Economic & Management Sciences,50.0,Private accommodation/ stay with family/friends,R 7001 - R 8000,No,0,Only weekends,3-5,0,4+,Yes,Yes,Very close
2024/03/07 8:02:29 pm EET,Female,,1st Year,Science,60.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,3-5,2,0,1,1,No,Yes,Very close
2024/03/07 8:06:35 pm EET,Female,72.0,1st Year,Arts & Social Sciences,73.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,1-3,Only weekends,5-8,0,0,No,Yes,Close
2024/03/07 8:07:03 pm EET,Male,79.0,,Engineering,,,R 6001 - R 7000,,3-5,0,0,0,0,No,Yes,Close
2024/03/07 8:07:03 pm EET,Female,70.0,2nd Year,Arts & Social Sciences,65.0,Private accommodation/ stay with family/friends,R 4001- R 5000,"Yes (NSFAS, etc...)",1-3,3,0,0,1,Yes,Yes,Fair
2024/03/07 8:07:15 pm EET,Female,86.0,2nd Year,Science,75.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,5-8,Only weekends,3-5,0,0,No,Yes,Fair
2024/03/07 8:10:53 pm EET,Male,76.0,1st Year,AgriSciences,62.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,8+,1,5-8,3,0,No,Yes,Very close
2024/03/07 8:11:46 pm EET,Male,80.0,1st Year,Economic & Management Sciences,63.0,Non-private accommodation ie. Res,R 4001- R 5000,No,8+,3,5-8,3,0,No,Yes,Fair
2024/03/07 8:13:02 pm EET,Male,76.0,3rd Year,Science,62.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,8+,1,5-8,1,3,Yes,No,Fair
2024/03/07 8:14:46 pm EET,Male,75.0,1st Year,Science,60.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,5-8,3,8+,3,2,No,Yes,Very close
2024/03/07 8:16:42 pm EET,Female,83.0,3rd Year,Economic & Management Sciences,55.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,8+,Only weekends,1-3,0,1,Yes,Yes,Very close
2024/03/07 8:17:11 pm EET,Female,70.0,1st Year,Economic & Management Sciences,65.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,8+,2,5-8,1,0,Yes,Yes,Very close
2024/03/07 8:21:30 pm EET,Female,70.0,1st Year,Science,57.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,"Yes (NSFAS, etc...)",8+,Only weekends,1-3,0,1,Yes,Yes,Very close
2024/03/07 8:23:39 pm EET,Female,81.0,2nd Year,Arts & Social Sciences,72.0,Private accommodation/ stay with family/friends,R 4001- R 5000,"Yes (NSFAS, etc...)",3-5,2,3-5,0,0,No,Yes,Very close
2024/03/07 8:25:15 pm EET,Male,86.0,,Engineering,,Private accommodation/ stay with family/friends,R 4001- R 5000,No,8+,0,5-8,1,0,Yes,Yes,Very close
2024/03/07 8:25:17 pm EET,Male,75.0,2nd Year,Science,50.0,Private accommodation/ stay with family/friends,R 6001 - R 7000,No,1-3,Only weekends,3-5,0,4+,Yes,Yes,Close
2024/03/07 8:25:25 pm EET,Male,83.0,2nd Year,Economic & Management Sciences,51.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,5-8,Only weekends,3-5,0,4+,Yes,Yes,Very close
2024/03/07 8:31:09 pm EET,Female,77.0,1st Year,AgriSciences,,Private accommodation/ stay with family/friends,R 4001- R 5000,No,5-8,Only weekends,1-3,0,0,No,Yes,Very close
2024/03/07 8:35:19 pm EET,Male,92.0,4th Year,Economic & Management Sciences,88.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,8+,Only weekends,1-3,0,0,No,Yes,Very close
2024/03/07 8:41:19 pm EET,Male,72.0,1st Year,Economic & Management Sciences,54.0,Private accommodation/ stay with family/friends,R 6001 - R 7000,No,1-3,3,8+,4+,3,No,Yes,Very close
2024/03/07 8:44:24 pm EET,Female,83.0,1st Year,Science,68.0,Private accommodation/ stay with family/friends,R 6001 - R 7000,No,5-8,3,1-3,0,0,No,Yes,Very close
2024/03/07 8:52:04 pm EET,Male,79.0,2nd Year,Economic & Management Sciences,59.0,Non-private accommodation ie. Res,R 4001- R 5000,No,8+,1,5-8,0,3,No,Yes,Very close
2024/03/07 8:54:01 pm EET,Male,83.0,1st Year,Economic & Management Sciences,,Non-private accommodation ie. Res,R 6001 - R 7000,No,1-3,2,5-8,0,0,No,Yes,Close
2024/03/07 8:55:37 pm EET,Male,67.0,1st Year,Economic & Management Sciences,65.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,1-3,2,5-8,2,0,No,Yes,Close
2024/03/07 8:55:40 pm EET,Male,67.0,1st Year,Economic & Management Sciences,77.0,Non-private accommodation ie. Res,R 5001 - R 6000,No,5-8,2,8+,0,0,No,Yes,Very close
2024/03/07 8:55:47 pm EET,Female,71.0,1st Year,Economic & Management Sciences,62.0,Private accommodation/ stay with family/friends,R 8000+,No,3-5,Only weekends,1-3,0,1,No,Yes,Very close
2024/03/07 8:56:01 pm EET,Female,60.0,1st Year,Economic & Management Sciences,,Private accommodation/ stay with family/friends,R 4001- R 5000,No,1-3,Only weekends,0,0,1,No,No,Close
2024/03/07 8:57:08 pm EET,Male,78.0,1st Year,Economic & Management Sciences,60.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,3-5,0,0,0,1,No,No,Very close
2024/03/07 8:57:17 pm EET,Female,83.0,1st Year,Economic & Management Sciences,84.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,0,2,0,0,0,Yes,Yes,Fair
2024/03/07 8:57:29 pm EET,Female,76.0,1st Year,Economic & Management Sciences,70.0,Private accommodation/ stay with family/friends,R 8000+,No,3-5,Only weekends,3-5,0,1,No,Yes,Very close
2024/03/07 8:57:39 pm EET,Female,75.0,1st Year,Economic & Management Sciences,60.0,Private accommodation/ stay with family/friends,R 8000+,No,0,3,8+,1,0,Yes,Yes,Very close
2024/03/07 8:58:08 pm EET,Male,80.0,3rd Year,Economic & Management Sciences,63.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,1-3,2,5-8,3,0,Yes,Yes,Very close
2024/03/07 9:01:08 pm EET,Female,78.0,1st Year,Economic & Management Sciences,80.0,Non-private accommodation ie. Res,R 6001 - R 7000,No,1-3,2,5-8,1,0,Yes,Yes,Close
2024/03/07 9:03:43 pm EET,Female,67.0,1st Year,Economic & Management Sciences,78.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,1-3,1,5-8,1,1,Yes,Yes,Very close
2024/03/07 9:05:14 pm EET,Female,70.0,2nd Year,Economic & Management Sciences,76.0,Non-private accommodation ie. Res,R 4001- R 5000,No,1-3,2,3-5,1,0,No,Yes,Very close
2024/03/07 9:05:47 pm EET,Female,67.0,2nd Year,Arts & Social Sciences,63.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,3-5,Only weekends,1-3,0,2,No,No,Close
2024/03/07 9:07:53 pm EET,Male,85.0,3rd Year,Science,65.0,Non-private accommodation ie. Res,R 5001 - R 6000,No,3-5,0,5-8,0,2,No,Yes,Close
2024/03/07 9:09:03 pm EET,Female,73.0,2nd Year,Economic & Management Sciences,58.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,3-5,Only weekends,1-3,0,2,No,No,Fair
2024/03/07 9:11:04 pm EET,Male,84.0,2nd Year,Economic & Management Sciences,67.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,5-8,1,8+,1,0,No,Yes,Very close
2024/03/07 9:11:21 pm EET,Male,76.0,1st Year,Economic & Management Sciences,59.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,1-3,2,8+,2,0,No,Yes,Very close
2024/03/07 9:12:49 pm EET,Female,65.0,2nd Year,Arts & Social Sciences,65.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,5-8,Only weekends,1-3,0,2,No,No,Close
2024/03/07 9:14:18 pm EET,Male,87.0,3rd Year,Economic & Management Sciences,74.0,Non-private accommodation ie. Res,R 4001- R 5000,"Yes (NSFAS, etc...)",8+,2,8+,3,0,No,Yes,Very close
2024/03/07 9:14:19 pm EET,Male,72.0,2nd Year,Economic & Management Sciences,60.0,Private accommodation/ stay with family/friends,,"Yes (NSFAS, etc...)",8+,Only weekends,5-8,0,0,No,Yes,Close
2024/03/07 9:14:34 pm EET,Female,78.0,2nd Year,Economic & Management Sciences,64.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,5-8,2,5-8,4+,4+,Yes,Yes,Very close
2024/03/07 9:16:56 pm EET,Male,80.0,2nd Year,Engineering,65.0,Non-private accommodation ie. Res,R 4001- R 5000,"Yes (NSFAS, etc...)",3-5,1,1-3,1,4+,Yes,No,Fair
2024/03/07 9:18:49 pm EET,Female,67.0,1st Year,Economic & Management Sciences,80.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,1-3,3,5-8,2,0,No,Yes,Close
2024/03/07 9:24:34 pm EET,Male,72.0,1st Year,Arts & Social Sciences,64.0,Private accommodation/ stay with family/friends,R 6001 - R 7000,No,5-8,3,8+,0,0,No,Yes,Very close
2024/03/07 9:24:43 pm EET,,,,,,,,,,,,,,,,
2024/03/07 9:25:57 pm EET,Female,75.0,2nd Year,Economic & Management Sciences,75.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,5-8,0,1-3,0,0,Yes,Yes,Very close
2024/03/07 9:27:52 pm EET,Female,82.0,2nd Year,Economic & Management Sciences,72.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,3-5,3,1-3,0,0,No,Yes,Close
2024/03/07 9:27:53 pm EET,Female,94.0,,Engineering,,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,3-5,2,1-3,0,0,No,Yes,Very close
2024/03/07 9:32:42 pm EET,Female,81.0,2nd Year,Arts & Social Sciences,,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,8+,2,3-5,1,0,No,Yes,Very close
2024/03/07 9:40:47 pm EET,Male,82.0,3rd Year,Economic & Management Sciences,63.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,8+,1,3-5,0,0,Yes,Yes,Close
2024/03/07 9:44:28 pm EET,Female,80.0,3rd Year,Education,74.0,Private accommodation/ stay with family/friends,R 7001 - R 8000,No,5-8,2,1-3,0,0,No,Yes,Very close
2024/03/07 9:55:22 pm EET,Female,65.0,3rd Year,Economic & Management Sciences,60.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,5-8,Only weekends,1-3,0,1,No,No,Very close
2024/03/07 9:55:31 pm EET,,,,,,,,,,,,,,,,
2024/03/07 9:56:16 pm EET,Male,85.0,2nd Year,Economic & Management Sciences,60.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,8+,1,5-8,2,2,No,Yes,Very close
2024/03/07 9:59:38 pm EET,Male,69.0,2nd Year,Economic & Management Sciences,55.0,Private accommodation/ stay with family/friends,R 5001 - R 6000,No,0,1,3-5,0,1,Yes,Yes,Very close
2024/03/07 10:07:26 pm EET,Female,68.0,1st Year,Economic & Management Sciences,55.0,Private accommodation/ stay with family/friends,R 4001- R 5000,"Yes (NSFAS, etc...)",3-5,0,0,0,1,No,No,Very close
2024/03/07 10:07:30 pm EET,Male,72.0,1st Year,Economic & Management Sciences,58.0,Private accommodation/ stay with family/friends,R 6001 - R 7000,No,1-3,3,8+,2,0,No,Yes,Very close
2024/03/07 10:08:29 pm EET,Male,84.0,1st Year,Science,92.0,Non-private accommodation ie. Res,R 5001 - R 6000,No,3-5,Only weekends,8+,0,0,Yes,Yes,Very close
2024/03/07 10:17:06 pm EET,Male,70.0,3rd Year,Economic & Management Sciences,53.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,3-5,1,8+,4+,4+,Yes,Yes,Very close
2024/03/07 10:19:09 pm EET,Male,82.0,3rd Year,Economic & Management Sciences,77.0,Non-private accommodation ie. Res,R 5001 - R 6000,"Yes (NSFAS, etc...)",8+,0,0,0,0,No,Yes,Close
2024/03/07 10:20:49 pm EET,Male,84.0,4th Year,Economic & Management Sciences,63.0,Non-private accommodation ie. Res,,"Yes (NSFAS, etc...)",8+,Only weekends,5-8,0,4+,Yes,Yes,Close
2024/03/07 10:25:16 pm EET,Female,70.0,1st Year,Economic & Management Sciences,70.0,Private accommodation/ stay with family/friends,R 4001- R 5000,No,1-3,Only weekends,1-3,1,0,Yes,Yes,Very close
2024/03/07 10:25:45 pm EET,Female,78.0,2nd Year,Economic & Management Sciences,57.0,Private accommodation/ stay with family/friends,R 8000+,No,5-8,3,5-8,0,4+,No,Yes,Very close
